#obliquity variation, mean global temp variation, ice fraction variation, global albedo variation, ice distribution (free, caps, belt, snowball), max f_ice, min_fice
2,6,18.06,1.89,0.026,0.007,1,1,0.378,0.351
2,10,19.25,2.14,0.033,0.008,1,1,0.371,0.338
2,8,18.64,2.01,0.033,0.008,1,1,0.378,0.345
2,11,19.56,2.16,0.033,0.009,1,1,0.371,0.338
2,9,18.94,2.25,0.040,0.009,1,1,0.378,0.338
1,92,72.33,40.00,1.000,0.300,3,2,1.000,0.000
1,93,72.91,40.00,1.000,0.300,3,2,1.000,0.000
2,12,19.89,2.23,0.033,0.009,1,1,0.371,0.338
2,13,20.23,2.45,0.040,0.010,1,1,0.371,0.331
2,14,20.57,2.35,0.040,0.009,1,1,0.371,0.331
2,18,22.02,2.62,0.046,0.010,1,1,0.364,0.318
2,19,22.41,2.73,0.053,0.011,1,1,0.364,0.311
2,20,22.81,2.76,0.053,0.011,1,1,0.364,0.311
2,17,21.64,2.55,0.046,0.010,1,1,0.364,0.318
2,16,21.27,2.47,0.046,0.010,1,1,0.371,0.325
2,15,20.91,2.42,0.040,0.009,1,1,0.371,0.331
2,21,23.22,2.80,0.060,0.011,1,1,0.364,0.305
1,96,74.61,40.00,1.000,0.300,3,3,1.000,1.000
2,22,23.63,2.84,0.060,0.011,1,1,0.358,0.298
1,97,75.17,40.00,1.000,0.300,3,3,1.000,1.000
1,94,73.49,40.00,1.000,0.300,3,3,1.000,1.000
1,99,76.26,40.00,1.000,0.300,3,3,1.000,1.000
1,95,74.06,40.00,1.000,0.300,3,3,1.000,1.000
1,100,76.80,40.00,1.000,0.300,3,3,1.000,1.000
1,98,75.72,40.00,1.000,0.300,3,3,1.000,1.000
2,23,24.06,2.94,0.060,0.012,1,1,0.358,0.298
2,24,24.50,3.13,0.066,0.012,1,1,0.358,0.292
2,33,29.01,3.89,0.106,0.015,1,1,0.331,0.225
2,25,24.95,3.22,0.060,0.013,1,1,0.351,0.292
2,31,27.92,3.78,0.093,0.015,1,1,0.338,0.245
2,30,27.38,3.67,0.086,0.014,1,1,0.338,0.252
2,39,32.60,4.61,0.199,0.034,1,1,0.265,0.066
2,29,26.89,3.59,0.086,0.014,1,1,0.345,0.258
2,32,28.46,3.84,0.099,0.015,1,1,0.331,0.232
2,27,25.89,3.46,0.079,0.014,1,1,0.351,0.272
2,26,25.42,3.28,0.066,0.013,1,1,0.351,0.285
2,37,31.36,3.96,0.146,0.014,1,1,0.305,0.159
2,28,26.38,3.52,0.073,0.014,1,1,0.345,0.272
2,36,30.75,3.94,0.132,0.015,1,1,0.311,0.179
2,34,29.58,3.94,0.113,0.015,1,1,0.325,0.212
2,35,30.16,3.93,0.119,0.015,1,1,0.318,0.199
2,38,31.98,4.54,0.192,0.034,1,1,0.272,0.080
2,41,33.91,4.95,0.265,0.036,1,0,0.265,0.000
2,40,33.25,4.80,0.252,0.035,1,1,0.265,0.013
2,42,34.58,4.91,0.265,0.035,1,0,0.265,0.000
2,43,35.26,4.95,0.265,0.036,1,0,0.265,0.000
2,44,35.96,4.96,0.265,0.035,1,0,0.265,0.000
2,53,42.66,4.90,0.265,0.035,1,0,0.265,0.000
2,52,41.89,4.91,0.265,0.035,1,0,0.265,0.000
2,45,36.66,4.92,0.265,0.036,1,0,0.265,0.000
2,47,38.11,4.96,0.265,0.035,1,0,0.265,0.000
2,46,37.38,4.94,0.265,0.035,1,0,0.265,0.000
2,51,41.12,4.88,0.265,0.035,1,0,0.265,0.000
2,50,40.34,4.94,0.265,0.035,1,0,0.265,0.000
2,48,38.85,4.93,0.265,0.035,1,0,0.265,0.000
2,55,44.24,4.95,0.265,0.035,1,0,0.265,0.000
2,49,39.60,4.94,0.265,0.036,1,0,0.265,0.000
2,54,43.45,4.95,0.265,0.035,1,0,0.265,0.000
2,57,45.83,4.94,0.265,0.036,1,0,0.265,0.000
2,56,45.03,4.94,0.265,0.036,1,0,0.265,0.000
2,60,48.22,4.89,0.265,0.035,1,0,0.265,0.000
2,58,46.63,4.94,0.265,0.035,1,0,0.265,0.000
2,59,47.42,4.90,0.265,0.035,1,0,0.265,0.000
2,61,49.03,4.96,0.265,0.035,1,0,0.265,0.000
2,62,49.82,4.94,0.265,0.035,1,0,0.265,0.000
2,63,50.62,4.94,0.265,0.035,1,0,0.265,0.000
2,64,51.42,4.91,0.265,0.036,1,0,0.265,0.000
2,69,55.34,4.83,0.265,0.035,1,0,0.265,0.000
2,67,53.79,4.86,0.265,0.035,1,0,0.265,0.000
2,66,53.01,4.92,0.265,0.035,1,0,0.265,0.000
2,65,52.21,4.99,0.265,0.035,1,0,0.265,0.000
2,72,57.63,4.92,0.265,0.035,1,0,0.265,0.000
2,71,56.87,4.96,0.265,0.035,1,0,0.265,0.000
2,68,54.57,4.92,0.265,0.035,1,0,0.265,0.000
2,73,58.38,4.91,0.265,0.035,1,0,0.265,0.000
2,75,59.86,4.95,0.265,0.035,1,0,0.265,0.000
2,74,59.13,4.89,0.265,0.036,1,0,0.265,0.000
2,76,60.58,4.91,0.265,0.035,1,0,0.265,0.000
2,79,62.70,4.84,0.265,0.035,0,1,0.265,0.000
2,78,62.01,4.96,0.265,0.035,0,1,0.265,0.000
2,77,61.30,4.95,0.265,0.036,1,0,0.265,0.000
2,70,56.11,4.88,0.265,0.035,1,0,0.265,0.000
2,81,64.12,6.39,0.265,0.043,1,0,0.265,0.000
2,80,63.42,6.23,0.265,0.043,1,0,0.265,0.000
2,82,64.80,6.47,0.265,0.044,1,2,0.265,0.000
2,83,65.46,6.68,0.265,0.044,1,2,0.265,0.000
3,0,14.75,0.00,0.000,0.000,0,0,0.000,0.000
2,84,66.12,6.76,0.265,0.044,1,2,0.265,0.000
2,85,66.79,6.96,0.265,0.044,1,2,0.265,0.000
2,86,67.43,7.09,0.265,0.044,1,2,0.265,0.000
2,88,68.69,7.36,0.265,0.044,1,2,0.265,0.000
2,89,69.32,7.46,0.265,0.044,1,2,0.265,0.000
2,87,68.07,7.25,0.265,0.044,1,2,0.265,0.000
2,90,69.93,7.71,0.265,0.044,1,2,0.265,0.000
2,91,70.54,7.59,0.265,0.044,1,2,0.265,0.000
3,1,15.01,1.93,0.020,0.006,1,1,0.378,0.358
3,2,15.26,2.78,0.046,0.010,1,1,0.391,0.345
3,4,15.79,2.02,0.033,0.007,1,1,0.384,0.351
3,3,15.52,1.91,0.033,0.007,1,1,0.391,0.358
3,6,16.34,1.78,0.020,0.007,1,1,0.378,0.358
3,10,17.52,2.01,0.026,0.008,1,1,0.371,0.345
3,8,16.92,1.87,0.026,0.007,1,1,0.378,0.351
3,5,16.06,1.88,0.033,0.007,1,1,0.384,0.351
3,9,17.22,2.12,0.033,0.008,1,1,0.378,0.345
3,7,16.63,1.82,0.026,0.007,1,1,0.378,0.351
3,11,17.84,2.05,0.033,0.008,1,1,0.378,0.345
2,92,71.13,40.00,1.000,0.300,3,2,1.000,0.000
2,93,71.71,40.00,1.000,0.300,3,2,1.000,0.000
3,12,18.17,2.03,0.033,0.008,1,1,0.371,0.338
3,13,18.50,2.39,0.046,0.010,1,1,0.378,0.331
3,14,18.84,2.16,0.033,0.009,1,1,0.371,0.338
3,16,19.55,2.31,0.040,0.009,1,1,0.371,0.331
3,17,19.91,2.36,0.040,0.009,1,1,0.371,0.331
3,18,20.29,2.41,0.046,0.010,1,1,0.371,0.325
3,15,19.20,2.25,0.040,0.009,1,1,0.371,0.331
2,95,72.86,40.00,1.000,0.300,3,3,1.000,1.000
2,96,73.43,40.00,1.000,0.300,3,3,1.000,1.000
2,94,72.29,40.00,1.000,0.300,3,3,1.000,1.000
2,99,75.08,40.00,1.000,0.300,3,3,1.000,1.000
2,97,73.99,40.00,1.000,0.300,3,3,1.000,1.000
3,20,21.08,2.57,0.046,0.011,1,1,0.364,0.318
3,19,20.68,2.54,0.046,0.010,1,1,0.364,0.318
2,98,74.54,40.00,1.000,0.300,3,3,1.000,1.000
2,100,75.62,40.00,1.000,0.300,3,3,1.000,1.000
3,21,21.49,2.64,0.046,0.011,1,1,0.364,0.318
3,23,22.34,2.82,0.060,0.011,1,1,0.364,0.305
3,24,22.78,2.84,0.066,0.011,1,1,0.358,0.292
3,22,21.90,2.68,0.053,0.011,1,1,0.364,0.311
3,25,23.23,2.96,0.060,0.012,1,1,0.358,0.298
3,40,31.58,4.60,0.205,0.034,1,1,0.265,0.060
3,38,30.30,3.83,0.139,0.014,1,1,0.298,0.159
3,39,30.93,3.85,0.159,0.014,1,1,0.298,0.139
3,26,23.69,3.14,0.066,0.012,1,1,0.358,0.292
3,37,29.67,3.91,0.126,0.015,1,1,0.311,0.186
3,36,29.06,3.87,0.113,0.015,1,1,0.318,0.205
3,27,24.17,3.25,0.066,0.013,1,1,0.351,0.285
3,35,28.47,3.83,0.106,0.015,1,1,0.325,0.219
3,31,26.21,3.61,0.093,0.014,1,1,0.345,0.252
3,30,25.67,3.52,0.079,0.014,1,1,0.345,0.265
3,34,27.88,3.78,0.106,0.015,1,1,0.331,0.225
3,29,25.17,3.47,0.079,0.014,1,1,0.351,0.272
3,28,24.67,3.39,0.073,0.014,1,1,0.351,0.278
3,32,26.76,3.69,0.093,0.014,1,1,0.338,0.245
3,41,32.25,4.82,0.252,0.035,1,1,0.265,0.013
3,33,27.31,3.75,0.099,0.014,1,1,0.338,0.239
3,43,33.61,4.96,0.265,0.036,1,0,0.265,0.000
3,42,32.93,4.94,0.265,0.036,1,0,0.265,0.000
3,45,35.03,4.93,0.265,0.035,1,0,0.265,0.000
3,47,36.50,4.96,0.265,0.035,1,0,0.265,0.000
3,61,47.56,4.91,0.265,0.035,1,0,0.265,0.000
3,46,35.76,4.93,0.265,0.035,1,0,0.265,0.000
3,59,45.94,4.96,0.265,0.035,1,0,0.265,0.000
3,58,45.13,4.88,0.265,0.035,1,0,0.265,0.000
3,49,38.00,4.94,0.265,0.035,1,0,0.265,0.000
3,57,44.32,4.96,0.265,0.035,1,0,0.265,0.000
3,55,42.71,4.97,0.265,0.036,1,0,0.265,0.000
3,52,40.32,4.95,0.265,0.035,1,0,0.265,0.000
3,53,41.12,4.93,0.265,0.036,1,0,0.265,0.000
3,54,41.91,4.92,0.265,0.035,1,0,0.265,0.000
3,48,37.25,5.00,0.265,0.036,1,0,0.265,0.000
3,50,38.76,4.88,0.265,0.036,1,0,0.265,0.000
3,56,43.51,4.95,0.265,0.035,1,0,0.265,0.000
3,51,39.54,4.96,0.265,0.036,1,0,0.265,0.000
3,44,34.32,4.98,0.265,0.035,1,0,0.265,0.000
3,60,46.75,4.89,0.265,0.035,1,0,0.265,0.000
3,62,48.37,4.89,0.265,0.035,1,0,0.265,0.000
3,63,49.18,4.92,0.265,0.035,1,0,0.265,0.000
3,64,49.99,4.92,0.265,0.035,1,0,0.265,0.000
3,70,54.74,4.86,0.258,0.035,1,0,0.258,0.000
3,68,53.18,4.88,0.258,0.035,1,0,0.258,0.000
3,71,55.51,4.95,0.265,0.035,1,0,0.265,0.000
3,69,53.96,4.91,0.258,0.035,1,0,0.258,0.000
3,74,57.79,4.94,0.258,0.035,1,0,0.258,0.000
3,72,56.28,4.93,0.258,0.035,1,0,0.258,0.000
3,73,57.04,4.96,0.258,0.036,1,0,0.258,0.000
3,76,59.27,4.89,0.258,0.035,1,0,0.258,0.000
3,67,52.39,4.91,0.265,0.035,1,0,0.265,0.000
3,78,60.71,4.88,0.258,0.035,1,0,0.258,0.000
3,66,51.59,4.92,0.265,0.035,1,0,0.265,0.000
3,75,58.54,4.94,0.258,0.035,1,0,0.258,0.000
3,65,50.79,4.86,0.265,0.035,1,0,0.265,0.000
3,77,60.00,4.94,0.258,0.035,1,0,0.258,0.000
3,79,61.41,4.89,0.258,0.035,0,1,0.258,0.000
3,80,62.11,4.89,0.258,0.035,0,1,0.258,0.000
3,81,62.83,6.30,0.258,0.043,1,0,0.258,0.000
3,82,63.52,6.43,0.258,0.043,1,0,0.258,0.000
3,83,64.20,6.55,0.258,0.044,1,2,0.258,0.000
4,0,13.12,0.00,0.000,0.000,0,0,0.000,0.000
3,85,65.52,6.99,0.258,0.044,1,2,0.258,0.000
3,86,66.18,7.10,0.258,0.044,1,2,0.258,0.000
3,87,66.82,7.18,0.258,0.044,1,2,0.258,0.000
3,84,64.86,6.74,0.258,0.044,1,2,0.258,0.000
3,88,67.45,7.27,0.258,0.044,1,2,0.258,0.000
3,89,68.08,7.57,0.258,0.044,1,2,0.258,0.000
3,90,68.70,7.49,0.258,0.044,1,2,0.258,0.000
3,91,69.31,7.77,0.258,0.044,1,2,0.258,0.000
3,92,69.91,8.02,0.258,0.044,1,2,0.258,0.000
4,1,13.37,1.80,0.020,0.005,1,1,0.378,0.358
4,2,13.62,2.58,0.046,0.009,1,1,0.391,0.345
4,3,13.88,1.49,0.026,0.005,1,1,0.391,0.364
4,4,14.14,1.85,0.026,0.006,1,1,0.384,0.358
4,5,14.41,1.68,0.026,0.007,1,1,0.384,0.358
4,8,15.25,1.69,0.026,0.006,1,1,0.378,0.351
4,7,14.97,1.66,0.020,0.007,1,1,0.378,0.358
4,11,16.17,1.88,0.033,0.007,1,1,0.378,0.345
4,9,15.55,1.94,0.033,0.007,1,1,0.378,0.345
4,6,14.68,1.62,0.020,0.006,1,1,0.384,0.364
4,12,16.49,2.00,0.033,0.008,1,1,0.378,0.345
4,10,15.86,1.89,0.033,0.007,1,1,0.378,0.345
3,94,71.08,40.00,1.000,0.300,3,2,1.000,0.000
3,93,70.50,40.00,1.000,0.300,3,2,1.000,0.000
4,13,16.82,2.18,0.033,0.009,1,1,0.378,0.345
4,14,17.16,2.00,0.033,0.008,1,1,0.371,0.338
4,22,20.21,2.56,0.053,0.010,1,1,0.364,0.311
4,20,19.39,2.37,0.046,0.010,1,1,0.371,0.325
4,21,19.80,2.48,0.046,0.010,1,1,0.364,0.318
4,15,17.53,2.03,0.033,0.008,1,1,0.371,0.338
4,16,17.87,2.12,0.033,0.009,1,1,0.371,0.338
4,19,19.00,2.33,0.046,0.009,1,1,0.371,0.325
4,17,18.23,2.20,0.040,0.009,1,1,0.371,0.331
4,18,18.61,2.29,0.040,0.009,1,1,0.371,0.331
3,95,71.65,40.00,1.000,0.300,3,3,1.000,1.000
3,97,72.79,40.00,1.000,0.300,3,3,1.000,1.000
3,98,73.34,40.00,1.000,0.300,3,3,1.000,1.000
3,96,72.22,40.00,1.000,0.300,3,3,1.000,1.000
3,99,73.89,40.00,1.000,0.300,3,3,1.000,1.000
3,100,74.43,40.00,1.000,0.300,3,3,1.000,1.000
4,23,20.65,2.69,0.053,0.011,1,1,0.364,0.311
4,24,21.09,2.76,0.060,0.011,1,1,0.364,0.305
4,26,22.01,3.09,0.060,0.013,1,1,0.358,0.298
4,25,21.55,2.74,0.060,0.011,1,1,0.358,0.298
4,41,30.61,4.61,0.205,0.034,1,1,0.265,0.060
4,40,29.94,3.79,0.159,0.015,1,1,0.298,0.139
